sample_id,person,phrase,augmentation,sample_rate,mfcc1_mean,mfcc1_std,mfcc1_min,mfcc1_max,mfcc2_mean,mfcc2_std,mfcc2_min,mfcc2_max,mfcc3_mean,mfcc3_std,mfcc3_min,mfcc3_max,mfcc4_mean,mfcc4_std,mfcc4_min,mfcc4_max,mfcc5_mean,mfcc5_std,mfcc5_min,mfcc5_max,mfcc6_mean,mfcc6_std,mfcc6_min,mfcc6_max,mfcc7_mean,mfcc7_std,mfcc7_min,mfcc7_max,mfcc8_mean,mfcc8_std,mfcc8_min,mfcc8_max,mfcc9_mean,mfcc9_std,mfcc9_min,mfcc9_max,mfcc10_mean,mfcc10_std,mfcc10_min,mfcc10_max,mfcc11_mean,mfcc11_std,mfcc11_min,mfcc11_max,mfcc12_mean,mfcc12_std,mfcc12_min,mfcc12_max,mfcc13_mean,mfcc13_std,mfcc13_min,mfcc13_max,rolloff_mean,rolloff_std,rolloff_min,rolloff_max,energy_mean,energy_std,energy_min,energy_max,zcr_mean,zcr_std,centroid_mean,centroid_std
JD_Confirm_Transaction_time_stretch,,,Time Stretch 1.1x,48000,-494.08224,110.67736,-702.6091,-301.2242,122.350235,60.87296,0.0,252.73395,11.734153,35.870434,-100.37384,63.719128,31.291946,27.59327,-23.153576,142.3051,-1.476325,26.377377,-64.37552,40.408127,6.854911,14.465834,-33.575676,50.13463,9.743495,12.740971,-32.8538,39.64337,5.8158712,9.853725,-25.557003,31.207174,-3.3205762,15.416045,-39.35934,36.225365,9.413272,10.792072,-28.823963,32.92483,4.658488,11.5341015,-26.8549,33.172234,0.53781027,10.061295,-25.803217,21.774633,2.8856564,8.841146,-24.192274,22.756329,5766.483516483517,3100.0730272498204,726.5625,12445.3125,0.016585853,0.022921368,1.9652732e-07,0.08960083,0.055469107715201464,0.05914494144082384,2859.674022730441,1519.9682019445386
JD_Confirm_Transaction_noise,,,Background Noise,48000,-182.20366,50.47972,-275.30618,-82.75638,39.465233,50.561413,-13.473728,153.94376,19.992758,30.949223,-63.47039,74.76275,15.213265,15.566439,-19.687262,82.052956,2.8879192,11.977747,-36.49604,27.960522,2.5576222,10.026862,-43.849487,23.685541,6.831976,8.897615,-26.886444,41.158535,2.7449727,7.6319723,-25.251192,23.216396,0.71046495,8.029188,-26.91864,19.442554,2.7370803,7.939167,-23.457558,17.905853,1.9352252,7.6746354,-24.755823,14.9642315,1.6067433,6.16645,-18.223173,16.327522,2.3749413,6.0562143,-17.308258,20.038128,17507.578903654485,3902.485850710434,6773.4375,20765.625,0.084289536,0.09928332,0.0127035715,0.38872385,0.30652058243355484,0.17687752281898617,9159.848345424438,3107.6556773444727
JD_yes_Approve_original,,,Original,48000,-488.98962,106.57901,-692.90594,-320.70633,109.7622,53.44417,0.0,240.49475,7.6147604,31.883781,-62.3526,82.660614,31.777912,27.594578,-10.37582,106.64001,-3.710087,29.455322,-75.767876,35.79431,8.058438,14.130505,-29.034584,50.694622,7.315942,10.208916,-19.421913,39.5234,4.72062,6.075597,-11.146722,22.440989,-1.8821071,13.321717,-45.683002,27.949081,7.133718,7.5982757,-10.709561,26.245308,1.6979982,8.975189,-25.10041,24.415596,5.3814254,6.344087,-14.537476,29.07714,-3.876241,10.746963,-39.146442,12.991682,6790.867554151625,3093.4329459412766,0.0,15656.25,0.0138646765,0.021335598,0.0,0.090592645,0.07401427120938628,0.07469490084313447,3416.004154057999,1717.6881098770098
JD_yes_Approve_pitch_up,,,Pitch Shift +2,48000,-524.2051,109.804,-750.0149,-358.69998,108.1763,55.574413,0.0,243.948,5.941851,28.363419,-56.987648,75.709274,29.23343,21.861073,-5.740823,96.05701,-7.758332,30.549011,-81.36908,32.637203,11.57829,16.54094,-25.24351,61.33752,6.048705,9.16035,-12.715471,30.714226,2.8192387,8.729366,-20.822237,22.627417,-0.2721942,13.132079,-37.483368,34.570312,8.491347,9.225988,-12.000294,37.147896,-0.6094149,9.35324,-27.248302,21.370785,2.0855052,10.1478,-29.321629,27.649406,-8.607109,14.022909,-46.33239,15.205323,7712.206678700361,3204.3622855760027,773.4375,15164.0625,0.008868097,0.013224738,1.6156454e-08,0.053182695,0.08504202391696751,0.08720407736800843,3840.28140502593,1859.3086770394566
JD_yes_Approve_time_stretch,,,Time Stretch 1.1x,48000,-529.48926,106.09447,-750.77673,-367.1204,112.548386,52.969395,0.0,238.27109,4.288402,31.269402,-64.08194,83.26083,34.449024,27.354094,-4.6416464,116.083984,-5.836742,30.252686,-80.616486,33.40337,8.896577,14.735742,-32.910507,51.764442,7.240547,9.896405,-16.377296,35.197216,4.966346,5.8230968,-10.007919,20.566788,-2.643797,14.041997,-42.892563,24.335821,7.8918185,7.9954467,-14.368658,30.095253,1.0234612,9.396407,-22.998688,27.016403,5.3234105,6.9139524,-14.597494,29.54058,-4.3176937,10.898313,-35.81897,14.234385,6939.274153386455,2988.586927678196,820.3125,14414.0625,0.008880378,0.013332261,5.2981022e-08,0.050900303,0.07571471924800798,0.07674399548092768,3469.692620827358,1675.2540257580567
JD_yes_Approve_noise,,,Background Noise,48000,-171.47253,37.941162,-259.52814,-93.76767,25.355005,38.74845,-17.74231,120.94597,15.800023,24.23712,-22.375893,80.52832,13.45823,16.661104,-22.571617,58.63454,1.0118549,12.446896,-32.625725,38.479218,3.0592558,8.800557,-17.334919,30.79011,6.0865545,8.223463,-11.665123,30.609152,1.8626078,5.571672,-16.234314,15.528915,1.3097752,6.5179834,-20.179916,18.269363,2.7926927,6.3417816,-16.18755,15.9726,1.6358521,4.4184217,-11.087803,11.750315,1.119244,5.550746,-15.760003,15.421246,-1.8036664,7.0829377,-24.591824,15.113013,18596.260153429605,2511.4731552845055,11953.125,20835.9375,0.07542392,0.09214989,0.015382149,0.4166167,0.34742709273465705,0.16820442650667133,9934.175991377593,2566.2719414590215
Mariam_confirm_transaction_original,,,Original,48000,-515.1649,138.50203,-684.34924,-276.0725,86.90897,60.3159,0.0,203.83148,-4.8911424,32.06684,-125.631485,39.744263,18.011261,20.894224,-45.07799,99.19304,3.3657663,19.885864,-56.576733,45.549217,11.717788,11.900487,-25.007063,46.187805,2.979567,13.312178,-35.626385,35.338585,8.845326,9.303472,-17.633518,40.4591,-5.3013062,14.419406,-41.19513,17.103086,0.08098791,9.355756,-29.539433,27.673779,-0.22813624,5.6342483,-23.326542,11.758621,0.6034179,7.796602,-30.533274,21.211353,-4.0187044,8.568157,-30.753922,14.222195,7612.776752767528,4126.3730691785095,0.0,16734.375,0.017727409,0.023992205,0.0,0.084151864,0.0813790071494465,0.06563260001613981,3767.8871692070225,1858.6556920471369
Mariam_confirm_transaction_pitch_up,,,Pitch Shift +2,48000,-537.4667,134.46632,-692.2109,-307.31723,75.86447,58.199135,0.0,190.66899,-3.532148,28.61143,-109.87138,34.688614,16.242226,21.07851,-34.652313,88.11458,4.809679,19.313948,-58.85685,46.546597,9.346702,10.705529,-19.333187,43.631897,2.5077543,11.870141,-32.352547,40.816147,4.011106,9.864314,-24.096012,28.965015,-8.3213215,16.451433,-52.79344,27.848713,1.570048,7.0581045,-23.276726,23.564156,-2.879426,8.405058,-31.679901,22.932898,-1.3235816,8.312292,-34.92733,20.049526,-10.106887,12.632755,-37.252586,14.687241,8309.761300738008,4345.748337043433,492.1875,15632.8125,0.014408975,0.019836832,4.0807304e-09,0.07129452,0.09954270929428044,0.0771472398134722,4102.689377876621,1935.789457608355
Mariam_confirm_transaction_time_stretch,,,Time Stretch 1.1x,48000,-544.47437,134.67662,-704.814,-322.3273,82.931595,59.97958,0.0,197.25781,-4.3022184,32.10309,-126.712494,32.907764,18.113237,20.47036,-32.009514,96.403275,4.5054636,19.551311,-52.29433,48.80318,11.401552,12.154289,-25.317379,41.653492,3.7835717,12.639752,-29.639986,26.839382,8.34897,9.751414,-20.424368,41.452126,-5.370649,14.37301,-38.316227,21.031883,0.36281362,9.825226,-32.399315,23.302742,0.21919799,6.619296,-19.194355,17.68024,1.1963625,7.9768314,-27.234554,25.440063,-4.4152575,9.096661,-29.246077,19.830662,7624.523628048781,4078.930618266027,445.3125,15257.8125,0.013404954,0.018309675,2.4344343e-08,0.0674929,0.08323408917682927,0.06428003611076888,3749.690428200954,1796.8147297223702
Mariam_confirm_transaction_noise,,,Background Noise,48000,-158.40576,45.704422,-237.83513,-53.21976,22.82605,38.6129,-15.553044,121.49101,5.23066,19.785229,-76.44801,49.17839,4.731976,13.6062,-36.387352,52.44021,2.4250646,9.834767,-27.075865,29.153938,1.488655,8.671903,-30.739067,24.135036,2.7183769,5.5926085,-11.326334,17.708496,0.22401732,5.5696287,-16.91948,18.723635,-2.988807,8.228526,-28.02642,13.797447,-2.2169032,7.0585356,-27.833855,11.930519,-0.31490463,5.4448867,-21.19331,13.344879,-0.77174324,5.8396325,-20.949879,12.092627,-4.6581492,7.404499,-23.346998,12.790938,18469.701337638377,2926.331872131407,8085.9375,20835.9375,0.10811992,0.11790071,0.01889103,0.44545305,0.32764212407749077,0.19477711392808178,9782.607163721339,2768.1268186671196
Mariam_Yes_Approve_original,,,Original,48000,-532.81635,124.40022,-659.3377,-232.58777,66.01441,44.81321,-9.87348,178.1302,17.76851,20.430319,-36.466995,68.98362,19.581427,20.87133,-22.475023,119.750534,2.3184214,20.206812,-67.31409,32.02011,17.819174,17.033876,-5.6740417,87.98296,-0.6773651,17.710188,-67.57693,20.495663,14.197497,12.8867235,-9.993557,50.769905,0.5043918,14.233013,-43.902428,22.532478,0.18028475,10.668831,-30.307732,18.900291,-0.628452,9.782543,-30.163528,17.100624,-1.2681817,10.561565,-45.836166,19.370686,-2.3606257,9.1095085,-29.648373,20.771795,9852.384868421053,2888.6020207718643,0.0,15445.3125,0.013681808,0.02877994,0.0,0.11653829,0.1019756610576923,0.1117150453971724,4565.831529293415,2063.258929173423
Mariam_Yes_Approve_pitch_up,,,Pitch Shift +2,48000,-566.62396,129.58333,-699.506,-259.25052,64.03911,42.50928,-10.924524,171.76942,18.47476,18.813503,-33.584335,69.82927,15.681281,16.720228,-21.320232,93.68666,3.6126564,17.468021,-61.980927,26.567175,14.920871,15.502427,-6.6393995,88.18492,-0.802489,17.507095,-58.427994,21.671024,12.5335865,12.220254,-7.3362103,64.36673,-6.231716,19.056519,-59.323475,22.10847,1.125929,10.098341,-30.64688,32.404953,-2.898413,12.080811,-42.634003,23.350182,-0.26504883,10.066905,-31.610533,26.321812,-3.4276445,8.939727,-32.832726,9.310402,11077.017965587045,2757.817922737816,1382.8125,16898.4375,0.009267818,0.019955454,3.3289067e-09,0.08555276,0.1259469097925101,0.12616826310573123,5123.346419986095,2160.4486967241214
